 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   3232
 OBJECTIVE VALUE =  0.120200781E+10

 FIX ALL VARS.(    4)  WITH RC >  0.000000E+00
 SET   VI1200 TO >=     1 AT    1, BND= -0.1518E+10 TWIN=-0.1202E+10  18669

 NEW INTEGER SOLUTION OF   0.151842291E+10 AT BRANCH      1 PIVOT   18669
 BOUND ON OPTIMUM: 0.1202008E+10
 FLIP   VI1200 TO <=         0 AT    1 WITH BND=  -0.12020431E+10
 DELETE   VI1000 AT LEVEL     2
 DELETE   VI1200 AT LEVEL     1
 RELEASE FIXED VARIABLES
 ENUMERATION COMPLETE. BRANCHES=     2 PIVOTS=   45151

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.1518423E+10

  VARIABLE        VALUE          REDUCED COST
   E19733)         0.000000          0.000000
   E19734)         0.000000          0.000000
   E19735)         0.000000          0.000000
   E19736)         0.000000          0.000000
   E19737)         0.000000          0.000000
   E19738)         0.000000          0.000000
   E19739)         0.000000          0.000000
   E19740)         0.000000          0.000000
   E19741)         0.000000          0.000000
   E19742)         0.000000          0.000000
   E19743)         0.000000          0.000000
   E19744)         0.000000          0.000000
   E19745)         0.000000          0.000000
   E19746)         0.000000          0.000000
   E19747)         0.000000          0.000000
   E19748)         0.000000          0.000000
   E19749)         0.000000          0.000000
   E19750)         0.000000          0.000000
   E19751)         0.000000          0.000000
   E19752)         0.000000          0.000000
   E19753)         0.000000          0.000000
   E19754)         0.000000          0.000000
   E19755)         0.000000          0.000000
   E19756)         0.000000          0.000000
   E19757)         0.000000          0.000000
   E19758)         0.000000          0.000000
   E19759)         0.000000          0.000000
   E19760)         0.000000          0.000000
   E19761)         0.000000          0.000000
   E19762)         0.000000          0.000000
   E19763)         0.000000          0.000000
   E19764)         0.000000          0.000000
   E19765)         0.000000          0.000000
   E19766)         0.000000          0.000000
   E19767)         0.000000          0.000000
   E19768)         0.000000          0.000000
   E19769)         0.000000          0.000000
   E19770)         0.000000          0.000000
   E19771)         0.000000          0.000000
   E19772)         0.000000          0.000000
   E19773)         0.000000          0.000000
   E19774)         0.000000          0.000000
   E19775)         0.000000          0.000000
   E19776)         0.000000          0.000000
   E19777)         0.000000          0.000000
   E19778)         0.000000          0.000000
   E19779)         0.000000          0.000000
   E19780)         0.000000          0.000000
   E19781)         0.000000          0.000000
   E19782)         0.000000          0.000000
   E19783)         0.000000          0.000000
   E19784)         0.000000          0.000000
   E19785)         0.000000          0.000000
   E19786)         0.000000          0.000000
   E19787)         0.000000          0.000000
   E19788)         0.000000          0.000000
   E19789)         0.000000          0.000000
   E19790)         0.000000          0.000000
   E19791)         0.000000          0.000000
   E19792)         0.000000          0.000000
   E19793)         0.000000          0.000000
   E19794)         0.000000          0.000000
   E19795)         0.000000          0.000000
   E19796)         0.000000          0.000000
   E19797)         0.000000          0.000000
   E19798)         0.000000          0.000000
   E19799)         0.000000          0.000000
   E19800)         0.000000          0.000000
   E19801)         0.000000          0.000000
   E19802)         0.000000          0.000000
   E19803)         0.000000          0.000000
   E19804)         0.000000          0.000000
   E19805)         0.000000          0.000000
   E19806)         0.000000          0.000000
   E19807)         0.000000          0.000000
   E19808)         0.000000          0.000000
   E19809)         0.000000          0.000000
   E19810)         0.000000          0.000000
   E19811)         0.000000          0.000000
   E19812)         0.000000          0.000000
   E19813)         0.000000          0.000000
   E19814)         0.000000          0.000000
   E19815)         0.000000          0.000000
   E19816)         0.000000          0.000000
   E19817)         0.000000          0.000000
   E19818)         0.000000          0.000000
   E19819)         0.000000          0.000000
   E19820)         0.000000          0.000000
   E19821)         0.000000          0.000000
   E19822)         0.000000          0.000000
   E19823)         0.000000          0.000000
   E19824)         0.000000          0.000000
   E19825)         0.000000          0.000000
   E19826)         0.000000          0.000000
   E19827)         0.000000          0.000000
   E19828)         0.000000          0.000000
   E19829)         0.000000          0.000000
   E19830)         0.000000          0.000000
   E19831)         0.000000          0.000000
   E19832)         0.000000          0.000000
   E19833)         0.000000          0.000000
   E19834)         0.000000          0.000000
   E19835)         0.000000          0.000000
   E19836)         0.000000          0.000000
   E19837)         0.000000          0.000000
   E19838)         0.000000          0.000000
   E19839)         0.000000          0.000000
   E19840)         0.000000          0.000000
   E19841)         0.000000          0.000000
   E19842)         0.000000          0.000000
   E19843)         0.000000          0.000000
   E19844)         0.000000          0.000000
   E19845)         0.000000          0.000000
   E19846)         0.000000          0.000000
   E19847)         0.000000          0.000000
   E19848)         0.000000          0.000000
   E19849)         0.000000          0.000000
   E19850)         0.000000          0.000000
   E19851)         0.000000          0.000000
   E19852)         0.000000          0.000000
   E19853)         0.000000          0.000000
   E19854)         0.000000          0.000000
   E19855)         0.000000          0.000000
   E19856)         0.000000          0.000000
   E19857)         0.000000          0.000000
   E19858)         0.000000          0.000000
   E19859)         0.000000          0.000000
   E19860)         0.000000          0.000000
   E19861)         0.000000          0.000000
   E19862)         0.000000          0.000000
   E19863)         0.000000          0.000000
   E19864)         0.000000          0.000000
   E19865)         0.000000          0.000000
   E19866)         0.000000          0.000000
   E19867)         0.000000          0.000000
   E19868)         0.000000          0.000000
   E19869)         0.000000          0.000000
   E19870)         0.000000          0.000000
