 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
  EVP1714)         0.000000          0.000000
  PRC1714)         0.000000          0.000000
  EVP1215)         0.000000          0.000000
  PRC1215)         0.000000          0.000000
  EVP0815)         0.000000          0.000000
  PRC0815)         0.000000          0.000000
  EVP0715)         0.000000          0.000000
  PRC0715)         0.000000          0.000000
  EVP1615)         0.000000          0.000000
  PRC1615)         0.000000          0.000000
  EVP0215)         0.000000          0.000000
  PRC0215)         0.000000          0.000000
  EVP1015)         0.000000          0.000000
  PRC1015)         0.000000          0.000000
  EVP0415)         0.000000          0.000000
  PRC0415)         0.000000          0.000000
  EVP0515)         0.000000          0.000000
  PRC0515)         0.000000          0.000000
  EVP1715)         0.000000          0.000000
  PRC1715)         0.000000          0.000000
  EVP1216)         0.000000          0.000000
  PRC1216)         0.000000          0.000000
  EVP0816)         0.000000          0.000000
  PRC0816)         0.000000          0.000000
  EVP0716)         0.000000          0.000000
  PRC0716)         0.000000          0.000000
  EVP1616)         0.000000          0.000000
  PRC1616)         0.000000          0.000000
  EVP0216)         0.000000          0.000000
  PRC0216)         0.000000          0.000000
  EVP1016)         0.000000          0.000000
  PRC1016)         0.000000          0.000000
  EVP0416)         0.000000          0.000000
  PRC0416)         0.000000          0.000000
  EVP0516)         0.000000          0.000000
  PRC0516)         0.000000          0.000000
  EVP1716)         0.000000          0.000000
  PRC1716)         0.000000          0.000000
  EVP1217)         0.000000          0.000000
  PRC1217)         0.000000          0.000000
  EVP0817)         0.000000          0.000000
  PRC0817)         0.000000          0.000000
  EVP0717)         0.000000          0.000000
  PRC0717)         0.000000          0.000000
  EVP1617)         0.000000          0.000000
  PRC1617)         0.000000          0.000000
  EVP0217)         0.000000          0.000000
  PRC0217)         0.000000          0.000000
  EVP1017)         0.000000          0.000000
  PRC1017)         0.000000          0.000000
  EVP0417)         0.000000          0.000000
  PRC0417)         0.000000          0.000000
  EVP0517)         0.000000          0.000000
  PRC0517)         0.000000          0.000000
  EVP1717)         0.000000          0.000000
  PRC1717)         0.000000          0.000000
  EVP1218)         0.000000          0.000000
  PRC1218)         0.000000          0.000000
  EVP0818)         0.000000          0.000000
  PRC0818)         0.000000          0.000000
  EVP0718)         0.000000          0.000000
  PRC0718)         0.000000          0.000000
  EVP1618)         0.000000          0.000000
  PRC1618)         0.000000          0.000000
  EVP0218)         0.000000          0.000000
  PRC0218)         0.000000          0.000000
  EVP1018)         0.000000          0.000000
  PRC1018)         0.000000          0.000000
  EVP0418)         0.000000          0.000000
  PRC0418)         0.000000          0.000000
  EVP0518)         0.000000          0.000000
  PRC0518)         0.000000          0.000000
  EVP1718)         0.000000          0.000000
  PRC1718)         0.000000          0.000000
  EVP1219)         0.000000          0.000000
  PRC1219)         0.000000          0.000000
  EVP0819)         0.000000          0.000000
  PRC0819)         0.000000          0.000000
  EVP0719)         0.000000          0.000000
  PRC0719)         0.000000          0.000000
  EVP1619)         0.000000          0.000000
  PRC1619)         0.000000          0.000000
  EVP0219)         0.000000          0.000000
  PRC0219)         0.000000          0.000000
  EVP1019)         0.000000          0.000000
  PRC1019)         0.000000          0.000000
  EVP0419)         0.000000          0.000000
  PRC0419)         0.000000          0.000000
  EVP0519)         0.000000          0.000000
  PRC0519)         0.000000          0.000000
  EVP1719)         0.000000          0.000000
  PRC1719)         0.000000          0.000000
  EVP1220)         0.000000          0.000000
  PRC1220)         0.000000          0.000000
  EVP0820)         0.000000          0.000000
  PRC0820)         0.000000          0.000000
  EVP0720)         0.000000          0.000000
  PRC0720)         0.000000          0.000000
  EVP1620)         0.000000          0.000000
  PRC1620)         0.000000          0.000000
  EVP0220)         0.000000          0.000000
  PRC0220)         0.000000          0.000000
  EVP1020)         0.000000          0.000000
  PRC1020)         0.000000          0.000000
  EVP0420)         0.000000          0.000000
  PRC0420)         0.000000          0.000000
  EVP0520)         0.000000          0.000000
  PRC0520)         0.000000          0.000000
  EVP1720)         0.000000          0.000000
  PRC1720)         0.000000          0.000000
  EVP1221)         0.000000          0.000000
  PRC1221)         0.000000          0.000000
  EVP0821)         0.000000          0.000000
  PRC0821)         0.000000          0.000000
  EVP0721)         0.000000          0.000000
  PRC0721)         0.000000          0.000000
  EVP1621)         0.000000          0.000000
  PRC1621)         0.000000          0.000000
  EVP0221)         0.000000          0.000000
  PRC0221)         0.000000          0.000000
  EVP1021)         0.000000          0.000000
  PRC1021)         0.000000          0.000000
  EVP0421)         0.000000          0.000000
  PRC0421)         0.000000          0.000000
  EVP0521)         0.000000          0.000000
  PRC0521)         0.000000          0.000000
  EVP1721)         0.000000          0.000000
  PRC1721)         0.000000          0.000000
  EVP1222)         0.000000          0.000000
  PRC1222)         0.000000          0.000000
  EVP0822)         0.000000          0.000000
  PRC0822)         0.000000          0.000000
  EVP0722)         0.000000          0.000000
  PRC0722)         0.000000          0.000000
  EVP1622)         0.000000          0.000000
  PRC1622)         0.000000          0.000000
  EVP0222)         0.000000          0.000000
  PRC0222)         0.000000          0.000000
  EVP1022)         0.000000          0.000000
  PRC1022)         0.000000          0.000000
  EVP0422)         0.000000          0.000000
  PRC0422)         0.000000          0.000000
  EVP0522)         0.000000          0.000000
  PRC0522)         0.000000          0.000000
  EVP1722)         0.000000          0.000000
  PRC1722)         0.000000          0.000000
  EVP1223)         0.000000          0.000000
  PRC1223)         0.000000          0.000000
  EVP0823)         0.000000          0.000000
  PRC0823)         0.000000          0.000000
  EVP0723)         0.000000          0.000000
  PRC0723)         0.000000          0.000000
  EVP1623)         0.000000          0.000000
  PRC1623)         0.000000          0.000000
  EVP0223)         0.000000          0.000000
  PRC0223)         0.000000          0.000000
  EVP1023)         0.000000          0.000000
  PRC1023)         0.000000          0.000000
  EVP0423)         0.000000          0.000000
  PRC0423)         0.000000          0.000000
  EVP0523)         0.000000          0.000000
  PRC0523)         0.000000          0.000000
  EVP1723)         0.000000          0.000000
  PRC1723)         0.000000          0.000000
  EVP1224)         0.000000          0.000000
  PRC1224)         0.000000          0.000000
  EVP0824)         0.000000          0.000000
  PRC0824)         0.000000          0.000000
  EVP0724)         0.000000          0.000000
  PRC0724)         0.000000          0.000000
  EVP1624)         0.000000          0.000000
  PRC1624)         0.000000          0.000000
  EVP0224)         0.000000          0.000000
  PRC0224)         0.000000          0.000000
  EVP1024)         0.000000          0.000000
  PRC1024)         0.000000          0.000000
  EVP0424)         0.000000          0.000000
  PRC0424)         0.000000          0.000000
  EVP0524)         0.000000          0.000000
  PRC0524)         0.000000          0.000000
  EVP1724)         0.000000          0.000000
  PRC1724)         0.000000          0.000000
  EVP1225)         0.000000          0.000000
  PRC1225)         0.000000          0.000000
  EVP0825)         0.000000          0.000000
  PRC0825)         0.000000          0.000000
  EVP0725)         0.000000          0.000000
  PRC0725)         0.000000          0.000000
  EVP1625)         0.000000          0.000000
  PRC1625)         0.000000          0.000000
  EVP0225)         0.000000          0.000000
  PRC0225)         0.000000          0.000000
  EVP1025)         0.000000          0.000000
  PRC1025)         0.000000          0.000000
  EVP0425)         0.000000          0.000000
  PRC0425)         0.000000          0.000000
  EVP0525)         0.000000          0.000000
  PRC0525)         0.000000          0.000000
  EVP1725)         0.000000          0.000000
  PRC1725)         0.000000          0.000000
  EVP1226)         0.000000          0.000000
  PRC1226)         0.000000          0.000000
  EVP0826)         0.000000          0.000000
  PRC0826)         0.000000          0.000000
  EVP0726)         0.000000          0.000000
  PRC0726)         0.000000          0.000000
  EVP1626)         0.000000          0.000000
  PRC1626)         0.000000          0.000000
  EVP0226)         0.000000          0.000000
  PRC0226)         0.000000          0.000000
  EVP1026)         0.000000          0.000000
  PRC1026)         0.000000          0.000000
  EVP0426)         0.000000          0.000000
  PRC0426)         0.000000          0.000000
  EVP0526)         0.000000          0.000000
  PRC0526)         0.000000          0.000000
  EVP1726)         0.000000          0.000000
  PRC1726)         0.000000          0.000000
  EVP1227)         0.000000          0.000000
  PRC1227)         0.000000          0.000000
  EVP0827)         0.000000          0.000000
  PRC0827)         0.000000          0.000000
  EVP0727)         0.000000          0.000000
  PRC0727)         0.000000          0.000000
  EVP1627)         0.000000          0.000000
  PRC1627)         0.000000          0.000000
  EVP0227)         0.000000          0.000000
  PRC0227)         0.000000          0.000000
  EVP1027)         0.000000          0.000000
  PRC1027)         0.000000          0.000000
  EVP0427)         0.000000          0.000000
  PRC0427)         0.000000          0.000000
  EVP0527)         0.000000          0.000000
  PRC0527)         0.000000          0.000000
  EVP1727)         0.000000          0.000000
  PRC1727)         0.000000          0.000000
  EVP1228)         0.000000          0.000000
  PRC1228)         0.000000          0.000000
  EVP0828)         0.000000          0.000000
  PRC0828)         0.000000          0.000000
  EVP0728)         0.000000          0.000000
  PRC0728)         0.000000          0.000000
  EVP1628)         0.000000          0.000000
  PRC1628)         0.000000          0.000000
  EVP0228)         0.000000          0.000000
  PRC0228)         0.000000          0.000000
  EVP1028)         0.000000          0.000000
  PRC1028)         0.000000          0.000000
  EVP0428)         0.000000          0.000000
  PRC0428)         0.000000          0.000000
  EVP0528)         0.000000          0.000000
  PRC0528)         0.000000          0.000000
  EVP1728)         0.000000          0.000000
  PRC1728)         0.000000          0.000000
  EVP1229)         0.000000          0.000000
  PRC1229)         0.000000          0.000000
  EVP0829)         0.000000          0.000000
  PRC0829)         0.000000          0.000000
  EVP0729)         0.000000          0.000000
  PRC0729)         0.000000          0.000000
  EVP1629)         0.000000          0.000000
  PRC1629)         0.000000          0.000000
  EVP0229)         0.000000          0.000000
  PRC0229)         0.000000          0.000000
  EVP1029)         0.000000          0.000000
  PRC1029)         0.000000          0.000000
  EVP0429)         0.000000          0.000000
  PRC0429)         0.000000          0.000000
  EVP0529)         0.000000          0.000000
  PRC0529)         0.000000          0.000000
  EVP1729)         0.000000          0.000000
  PRC1729)         0.000000          0.000000
  EVP1230)         0.000000          0.000000
  PRC1230)         0.000000          0.000000
  EVP0830)         0.000000          0.000000
  PRC0830)         0.000000          0.000000
  EVP0730)         0.000000          0.000000
  PRC0730)         0.000000          0.000000
  EVP1630)         0.000000          0.000000
  PRC1630)         0.000000          0.000000
  EVP0230)         0.000000          0.000000
  PRC0230)         0.000000          0.000000
  EVP1030)         0.000000          0.000000
  PRC1030)         0.000000          0.000000
  EVP0430)         0.000000          0.000000
  PRC0430)         0.000000          0.000000
  EVP0530)         0.000000          0.000000
  PRC0530)         0.000000          0.000000
  EVP1730)         0.000000          0.000000
  PRC1730)         0.000000          0.000000
  EVP1231)         0.000000          0.000000
  PRC1231)         0.000000          0.000000
  EVP0831)         0.000000          0.000000
  PRC0831)         0.000000          0.000000
  EVP0731)         0.000000          0.000000
  PRC0731)         0.000000          0.000000
  EVP1631)         0.000000          0.000000
  PRC1631)         0.000000          0.000000
  EVP0231)         0.000000          0.000000
  PRC0231)         0.000000          0.000000
  EVP1031)         0.000000          0.000000
  PRC1031)         0.000000          0.000000
  EVP0431)         0.000000          0.000000
  PRC0431)         0.000000          0.000000
  EVP0531)         0.000000          0.000000
  PRC0531)         0.000000          0.000000
  EVP1731)         0.000000          0.000000
  PRC1731)         0.000000          0.000000
  EVP1232)         0.000000          0.000000
  PRC1232)         0.000000          0.000000
  EVP0832)         0.000000          0.000000
  PRC0832)         0.000000          0.000000
  EVP0732)         0.000000          0.000000
  PRC0732)         0.000000          0.000000
  EVP1632)         0.000000          0.000000
  PRC1632)         0.000000          0.000000
  EVP0232)         0.000000          0.000000
  PRC0232)         0.000000          0.000000
  EVP1032)         0.000000          0.000000
  PRC1032)         0.000000          0.000000
  EVP0432)         0.000000          0.000000
  PRC0432)         0.000000          0.000000
  EVP0532)         0.000000          0.000000
  PRC0532)         0.000000          0.000000
  EVP1732)         0.000000          0.000000
  PRC1732)         0.000000          0.000000
  EVP1233)         0.000000          0.000000
  PRC1233)         0.000000          0.000000
  EVP0833)         0.000000          0.000000
  PRC0833)         0.000000          0.000000
  EVP0733)         0.000000          0.000000
  PRC0733)         0.000000          0.000000
  EVP1633)         0.000000          0.000000
  PRC1633)         0.000000          0.000000
  EVP0233)         0.000000          0.000000
  PRC0233)         0.000000          0.000000
  EVP1033)         0.000000          0.000000
  PRC1033)         0.000000          0.000000
  EVP0433)         0.000000          0.000000
  PRC0433)         0.000000          0.000000
  EVP0533)         0.000000          0.000000
  PRC0533)         0.000000          0.000000
  EVP1733)         0.000000          0.000000
  PRC1733)         0.000000          0.000000
  EVP1234)         0.000000          0.000000
  PRC1234)         0.000000          0.000000
  EVP0834)         0.000000          0.000000
  PRC0834)         0.000000          0.000000
  EVP0734)         0.000000          0.000000
  PRC0734)         0.000000          0.000000
  EVP1634)         0.000000          0.000000
  PRC1634)         0.000000          0.000000
  EVP0234)         0.000000          0.000000
  PRC0234)         0.000000          0.000000
  EVP1034)         0.000000          0.000000
  PRC1034)         0.000000          0.000000
  EVP0434)         0.000000          0.000000
  PRC0434)         0.000000          0.000000
  EVP0534)         0.000000          0.000000
  PRC0534)         0.000000          0.000000
  EVP1734)         0.000000          0.000000
  PRC1734)         0.000000          0.000000
  EVP1235)         0.000000          0.000000
  PRC1235)         0.000000          0.000000
  EVP0835)         0.000000          0.000000
  PRC0835)         0.000000          0.000000
  EVP0735)         0.000000          0.000000
  PRC0735)         0.000000          0.000000
  EVP1635)         0.000000          0.000000
  PRC1635)         0.000000          0.000000
  EVP0235)         0.000000          0.000000
  PRC0235)         0.000000          0.000000
  EVP1035)         0.000000          0.000000
  PRC1035)         0.000000          0.000000
  EVP0435)         0.000000          0.000000
  PRC0435)         0.000000          0.000000
  EVP0535)         0.000000          0.000000
  PRC0535)         0.000000          0.000000
  EVP1735)         0.000000          0.000000
  PRC1735)         0.000000          0.000000
  EVP1236)         0.000000          0.000000
  PRC1236)         0.000000          0.000000
  EVP0836)         0.000000          0.000000
  PRC0836)         0.000000          0.000000
  EVP0736)         0.000000          0.000000
  PRC0736)         0.000000          0.000000
  EVP1636)         0.000000          0.000000
  PRC1636)         0.000000          0.000000
  EVP0236)         0.000000          0.000000
  PRC0236)         0.000000          0.000000
  EVP1036)         0.000000          0.000000
  PRC1036)         0.000000          0.000000
  EVP0436)         0.000000          0.000000
  PRC0436)         0.000000          0.000000
  EVP0536)         0.000000          0.000000
  PRC0536)         0.000000          0.000000
  EVP1736)         0.000000          0.000000
  PRC1736)         0.000000          0.000000
  EVP1237)         0.000000          0.000000
  PRC1237)         0.000000          0.000000
  EVP0837)         0.000000          0.000000
  PRC0837)         0.000000          0.000000
  EVP0737)         0.000000          0.000000
  PRC0737)         0.000000          0.000000
  EVP1637)         0.000000          0.000000
  PRC1637)         0.000000          0.000000
  EVP0237)         0.000000          0.000000
  PRC0237)         0.000000          0.000000
  EVP1037)         0.000000          0.000000
  PRC1037)         0.000000          0.000000
  EVP0437)         0.000000          0.000000
  PRC0437)         0.000000          0.000000
  EVP0537)         0.000000          0.000000
  PRC0537)         0.000000          0.000000
  EVP1737)         0.000000          0.000000
  PRC1737)         0.000000          0.000000
  EVP1238)         0.000000          0.000000
  PRC1238)         0.000000          0.000000
  EVP0838)         0.000000          0.000000
  PRC0838)         0.000000          0.000000
  EVP0738)         0.000000          0.000000
  PRC0738)         0.000000          0.000000
  EVP1638)         0.000000          0.000000
  PRC1638)         0.000000          0.000000
  EVP0238)         0.000000          0.000000
  PRC0238)         0.000000          0.000000
  EVP1038)         0.000000          0.000000
  PRC1038)         0.000000          0.000000
  EVP0438)         0.000000          0.000000
  PRC0438)         0.000000          0.000000
  EVP0538)         0.000000          0.000000
  PRC0538)         0.000000          0.000000
  EVP1738)         0.000000          0.000000
  PRC1738)         0.000000          0.000000
  EVP1239)         0.000000          0.000000
  PRC1239)         0.000000          0.000000
  EVP0839)         0.000000          0.000000
  PRC0839)         0.000000          0.000000
  EVP0739)         0.000000          0.000000
  PRC0739)         0.000000          0.000000
  EVP1639)         0.000000          0.000000
  PRC1639)         0.000000          0.000000
  EVP0239)         0.000000          0.000000
  PRC0239)         0.000000          0.000000
  EVP1039)         0.000000          0.000000
  PRC1039)         0.000000          0.000000
  EVP0439)         0.000000          0.000000
  PRC0439)         0.000000          0.000000
  EVP0539)         0.000000          0.000000
  PRC0539)         0.000000          0.000000
  EVP1739)         0.000000          0.000000
  PRC1739)         0.000000          0.000000
  EVP1240)         0.000000          0.000000
  PRC1240)         0.000000          0.000000
  EVP0840)         0.000000          0.000000
  PRC0840)         0.000000          0.000000
  EVP0740)         0.000000          0.000000
  PRC0740)         0.000000          0.000000
  EVP1640)         0.000000          0.000000
  PRC1640)         0.000000          0.000000
  EVP0240)         0.000000          0.000000
  PRC0240)         0.000000          0.000000
  EVP1040)         0.000000          0.000000
  PRC1040)         0.000000          0.000000
  EVP0440)         0.000000          0.000000
  PRC0440)         0.000000          0.000000
  EVP0540)         0.000000          0.000000
  PRC0540)         0.000000          0.000000
  EVP1740)         0.000000          0.000000
  PRC1740)         0.000000          0.000000
  EVP1241)         0.000000          0.000000
  PRC1241)         0.000000          0.000000
  EVP0841)         0.000000          0.000000
  PRC0841)         0.000000          0.000000
  EVP0741)         0.000000          0.000000
  PRC0741)         0.000000          0.000000
  EVP1641)         0.000000          0.000000
  PRC1641)         0.000000          0.000000
  EVP0241)         0.000000          0.000000
  PRC0241)         0.000000          0.000000
  EVP1041)         0.000000          0.000000
  PRC1041)         0.000000          0.000000
  EVP0441)         0.000000          0.000000
  PRC0441)         0.000000          0.000000
  EVP0541)         0.000000          0.000000
  PRC0541)         0.000000          0.000000
  EVP1741)         0.000000          0.000000
  PRC1741)         0.000000          0.000000
  EVP1242)         0.000000          0.000000
  PRC1242)         0.000000          0.000000
  EVP0842)         0.000000          0.000000
  PRC0842)         0.000000          0.000000
  EVP0742)         0.000000          0.000000
  PRC0742)         0.000000          0.000000
  EVP1642)         0.000000          0.000000
  PRC1642)         0.000000          0.000000
  EVP0242)         0.000000          0.000000
  PRC0242)         0.000000          0.000000
  EVP1042)         0.000000          0.000000
  PRC1042)         0.000000          0.000000
  EVP0442)         0.000000          0.000000
  PRC0442)         0.000000          0.000000
  EVP0542)         0.000000          0.000000
  PRC0542)         0.000000          0.000000
  EVP1742)         0.000000          0.000000
  PRC1742)         0.000000          0.000000
  EVP1243)         0.000000          0.000000
  PRC1243)         0.000000          0.000000
  EVP0843)         0.000000          0.000000
  PRC0843)         0.000000          0.000000
  EVP0743)         0.000000          0.000000
  PRC0743)         0.000000          0.000000
  EVP1643)         0.000000          0.000000
  PRC1643)         0.000000          0.000000
  EVP0243)         0.000000          0.000000
  PRC0243)         0.000000          0.000000
  EVP1043)         0.000000          0.000000
  PRC1043)         0.000000          0.000000
  EVP0443)         0.000000          0.000000
  PRC0443)         0.000000          0.000000
  EVP0543)         0.000000          0.000000
  PRC0543)         0.000000          0.000000
  EVP1743)         0.000000          0.000000
  PRC1743)         0.000000          0.000000
  EVP1244)         0.000000          0.000000
  PRC1244)         0.000000          0.000000
  EVP0844)         0.000000          0.000000
  PRC0844)         0.000000          0.000000
  EVP0744)         0.000000          0.000000
  PRC0744)         0.000000          0.000000
  EVP1644)         0.000000          0.000000
  PRC1644)         0.000000          0.000000
  EVP0244)         0.000000          0.000000
  PRC0244)         0.000000          0.000000
  EVP1044)         0.000000          0.000000
  PRC1044)         0.000000          0.000000
  EVP0444)         0.000000          0.000000
  PRC0444)         0.000000          0.000000
  EVP0544)         0.000000          0.000000
  PRC0544)         0.000000          0.000000
  EVP1744)         0.000000          0.000000
  PRC1744)         0.000000          0.000000
  EVP1245)         0.000000          0.000000
  PRC1245)         0.000000          0.000000
  EVP0845)         0.000000          0.000000
  PRC0845)         0.000000          0.000000
  EVP0745)         0.000000          0.000000
  PRC0745)         0.000000          0.000000
  EVP1645)         0.000000          0.000000
  PRC1645)         0.000000          0.000000
  EVP0245)         0.000000          0.000000
  PRC0245)         0.000000          0.000000
  EVP1045)         0.000000          0.000000
  PRC1045)         0.000000          0.000000
  EVP0445)         0.000000          0.000000
  PRC0445)         0.000000          0.000000
  EVP0545)         0.000000          0.000000
  PRC0545)         0.000000          0.000000
  EVP1745)         0.000000          0.000000
  PRC1745)         0.000000          0.000000
  EVP1246)         0.000000          0.000000
  PRC1246)         0.000000          0.000000
  EVP0846)         0.000000          0.000000
  PRC0846)         0.000000          0.000000
  EVP0746)         0.000000          0.000000
  PRC0746)         0.000000          0.000000
  EVP1646)         0.000000          0.000000
  PRC1646)         0.000000          0.000000
  EVP0246)         0.000000          0.000000
  PRC0246)         0.000000          0.000000
  EVP1046)         0.000000          0.000000
  PRC1046)         0.000000          0.000000
  EVP0446)         0.000000          0.000000
  PRC0446)         0.000000          0.000000
  EVP0546)         0.000000          0.000000
  PRC0546)         0.000000          0.000000
  EVP1746)         0.000000          0.000000
  PRC1746)         0.000000          0.000000
  EVP1247)         0.000000          0.000000
  PRC1247)         0.000000          0.000000
  EVP0847)         0.000000          0.000000
  PRC0847)         0.000000          0.000000
  EVP0747)         0.000000          0.000000
  PRC0747)         0.000000          0.000000
  EVP1647)         0.000000          0.000000
  PRC1647)         0.000000          0.000000
  EVP0247)         0.000000          0.000000
  PRC0247)         0.000000          0.000000
  EVP1047)         0.000000          0.000000
  PRC1047)         0.000000          0.000000
  EVP0447)         0.000000          0.000000
  PRC0447)         0.000000          0.000000
  EVP0547)         0.000000          0.000000
  PRC0547)         0.000000          0.000000
  EVP1747)         0.000000          0.000000
  PRC1747)         0.000000          0.000000
  EVP1248)         0.000000          0.000000
  PRC1248)         0.000000          0.000000
  EVP0848)         0.000000          0.000000
  PRC0848)         0.000000          0.000000
  EVP0748)         0.000000          0.000000
  PRC0748)         0.000000          0.000000
  EVP1648)         0.000000          0.000000
  PRC1648)         0.000000          0.000000
  EVP0248)         0.000000          0.000000
  PRC0248)         0.000000          0.000000
  EVP1048)         0.000000          0.000000
  PRC1048)         0.000000          0.000000
  EVP0448)         0.000000          0.000000
  PRC0448)         0.000000          0.000000
  EVP0548)         0.000000          0.000000
  PRC0548)         0.000000          0.000000
  EVP1748)         0.000000          0.000000
  PRC1748)         0.000000          0.000000
  EVP1249)         0.000000          0.000000
  PRC1249)         0.000000          0.000000
  EVP0849)         0.000000          0.000000
  PRC0849)         0.000000          0.000000
  EVP0749)         0.000000          0.000000
  PRC0749)         0.000000          0.000000
  EVP1649)         0.000000          0.000000
  PRC1649)         0.000000          0.000000
  EVP0249)         0.000000          0.000000
  PRC0249)         0.000000          0.000000
  EVP1049)         0.000000          0.000000
  PRC1049)         0.000000          0.000000
  EVP0449)         0.000000          0.000000
  PRC0449)         0.000000          0.000000
  EVP0549)         0.000000          0.000000
  PRC0549)         0.000000          0.000000
  EVP1749)         0.000000          0.000000
  PRC1749)         0.000000          0.000000
  EVP1250)         0.000000          0.000000
  PRC1250)         0.000000          0.000000
  EVP0850)         0.000000          0.000000
  PRC0850)         0.000000          0.000000
  EVP0750)         0.000000          0.000000
  PRC0750)         0.000000          0.000000
  EVP1650)         0.000000          0.000000
  PRC1650)         0.000000          0.000000
  EVP0250)         0.000000          0.000000
  PRC0250)         0.000000          0.000000
  EVP1050)         0.000000          0.000000
  PRC1050)         0.000000          0.000000
  EVP0450)         0.000000          0.000000
  PRC0450)         0.000000          0.000000
  EVP0550)         0.000000          0.000000
  PRC0550)         0.000000          0.000000
  EVP1750)         0.000000          0.000000
  PRC1750)         0.000000          0.000000
  EVP1251)         0.000000          0.000000
  PRC1251)         0.000000          0.000000
  EVP0851)         0.000000          0.000000
  PRC0851)         0.000000          0.000000
  EVP0751)         0.000000          0.000000
  PRC0751)         0.000000          0.000000
  EVP1651)         0.000000          0.000000
  PRC1651)         0.000000          0.000000
  EVP0251)         0.000000          0.000000
  PRC0251)         0.000000          0.000000
  EVP1051)         0.000000          0.000000
  PRC1051)         0.000000          0.000000
  EVP0451)         0.000000          0.000000
  PRC0451)         0.000000          0.000000
  EVP0551)         0.000000          0.000000
  PRC0551)         0.000000          0.000000
  EVP1751)         0.000000          0.000000
  PRC1751)         0.000000          0.000000
  EVP1252)         0.000000          0.000000
  PRC1252)         0.000000          0.000000
  EVP0852)         0.000000          0.000000
  PRC0852)         0.000000          0.000000
  EVP0752)         0.000000          0.000000
  PRC0752)         0.000000          0.000000
  EVP1652)         0.000000          0.000000
  PRC1652)         0.000000          0.000000
  EVP0252)         0.000000          0.000000
  PRC0252)         0.000000          0.000000
  EVP1052)         0.000000          0.000000
  PRC1052)         0.000000          0.000000
  EVP0452)         0.000000          0.000000
  PRC0452)         0.000000          0.000000
  EVP0552)         0.000000          0.000000
  PRC0552)         0.000000          0.000000
  EVP1752)         0.000000          0.000000
  PRC1752)         0.000000          0.000000
  EVP1253)         0.000000          0.000000
  PRC1253)         0.000000          0.000000
  EVP0853)         0.000000          0.000000
  PRC0853)         0.000000          0.000000
  EVP0753)         0.000000          0.000000
  PRC0753)         0.000000          0.000000
  EVP1653)         0.000000          0.000000
  PRC1653)         0.000000          0.000000
  EVP0253)         0.000000          0.000000
  PRC0253)         0.000000          0.000000
  EVP1053)         0.000000          0.000000
  PRC1053)         0.000000          0.000000
  EVP0453)         0.000000          0.000000
  PRC0453)         0.000000          0.000000
  EVP0553)         0.000000          0.000000
  PRC0553)         0.000000          0.000000
  EVP1753)         0.000000          0.000000
  PRC1753)         0.000000          0.000000
  EVP1254)         0.000000          0.000000
  PRC1254)         0.000000          0.000000
  EVP0854)         0.000000          0.000000
  PRC0854)         0.000000          0.000000
  EVP0754)         0.000000          0.000000
  PRC0754)         0.000000          0.000000
  EVP1654)         0.000000          0.000000
  PRC1654)         0.000000          0.000000
  EVP0254)         0.000000          0.000000
  PRC0254)         0.000000          0.000000
  EVP1054)         0.000000          0.000000
  PRC1054)         0.000000          0.000000
  EVP0454)         0.000000          0.000000
  PRC0454)         0.000000          0.000000
  EVP0554)         0.000000          0.000000
  PRC0554)         0.000000          0.000000
  EVP1754)         0.000000          0.000000
  PRC1754)         0.000000          0.000000
  EVP1255)         0.000000          0.000000
  PRC1255)         0.000000          0.000000
  EVP0855)         0.000000          0.000000
  PRC0855)         0.000000          0.000000
  EVP0755)         0.000000          0.000000
  PRC0755)         0.000000          0.000000
  EVP1655)         0.000000          0.000000
  PRC1655)         0.000000          0.000000
  EVP0255)         0.000000          0.000000
  PRC0255)         0.000000          0.000000
  EVP1055)         0.000000          0.000000
  PRC1055)         0.000000          0.000000
  EVP0455)         0.000000          0.000000
  PRC0455)         0.000000          0.000000
  EVP0555)         0.000000          0.000000
  PRC0555)         0.000000          0.000000
  EVP1755)         0.000000          0.000000
  PRC1755)         0.000000          0.000000
  EVP1256)         0.000000          0.000000
  PRC1256)         0.000000          0.000000
  EVP0856)         0.000000          0.000000
  PRC0856)         0.000000          0.000000
  EVP0756)         0.000000          0.000000
  PRC0756)         0.000000          0.000000
  EVP1656)         0.000000          0.000000
  PRC1656)         0.000000          0.000000
  EVP0256)         0.000000          0.000000
  PRC0256)         0.000000          0.000000
  EVP1056)         0.000000          0.000000
  PRC1056)         0.000000          0.000000
  EVP0456)         0.000000          0.000000
  PRC0456)         0.000000          0.000000
  EVP0556)         0.000000          0.000000
  PRC0556)         0.000000          0.000000
  EVP1756)         0.000000          0.000000
  PRC1756)         0.000000          0.000000
